scene,seq,pair,dof,label text,label value,pred option,pred text,reason,question
pumpkin,seq-01,000222-000265,phi,leftward,22.36641,1,leftward,"The source image shows a kitchen with a countertop and various appliances, while the target image appears to be a different angle of the same kitchen, with the appliances and countertop in a different arrangement. This suggests that the camera moved leftward to capture the target image.",None
pumpkin,seq-01,000237-000268,phi,leftward,21.47566,1,rightward,"The target image appears to be a continuation of the source image, with the camera moving to the right to capture the same scene. The layout and objects in the image remain consistent, indicating a rightward movement of the camera.",None
pumpkin,seq-06,000891-000924,phi,leftward,21.525736,0,leftward,"The source image (image1) and the target image (image2) appear to be taken from the same angle and perspective. The layout of the kitchen, including the placement of the sinks, cabinets, and appliances, is consistent between the two images. There is no noticeable difference in the positioning of objects or the camera's angle, suggesting that the camera did not move significantly from the source image to the target image. Therefore, the main camera movement is likely to be leftward or rightward, but since the images are very similar, it is not possible to determine the exact direction of movement with certainty.",None
pumpkin,seq-03,000867-000895,phi,rightward,16.376847,1,rightward,"The target image appears to be a continuation of the source image with a slight shift to the right, as indicated by the position of the objects and the camera angle. The blue sofa and the green apple are still in the same relative positions, but the perspective has changed slightly, suggesting a rightward movement of the camera.",None
pumpkin,seq-03,000851-000881,phi,rightward,17.187186,0,leftward,"The source image shows a kitchen with red cabinets and a blue couch, while the target image shows the same kitchen but with a different angle and perspective. The camera appears to have moved closer to the couch and the counter, giving a more detailed view of the objects in the kitchen. This suggests that the camera moved leftward from the source image to the target image.",None
pumpkin,seq-06,000857-000891,phi,leftward,32.460798,0,rightward,"The source image shows a room with a door on the right side, and the target image shows the same room with the door slightly more in the frame, indicating a rightward movement of the camera.",None
pumpkin,seq-06,000899-000929,phi,leftward,18.759676,0,leftward,"The source image shows a kitchen with red cabinets and a countertop with various items. The target image appears to be a closer view of the same kitchen, with the red cabinets and countertop still visible. The camera seems to have moved closer to the countertop, providing a more detailed view of the items on it. This suggests that the main camera movement from the source image to the target image is leftward.",None
pumpkin,seq-01,000624-000671,phi,rightward,23.531548,1,rightward,"The target image appears to be a continuation of the source image, with the camera moving to the right, capturing the same scene from a slightly different angle. The red cabinets and the tiled backsplash remain consistent, and the sink and the labels on the cabinets are still visible, indicating that the camera has moved horizontally to the right while maintaining the same vertical position.",None
pumpkin,seq-01,000675-000713,phi,rightward,24.485378,2,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera moving to the right. This is evident from the position of the red cabinets and the sink, which are more visible in the target image. Additionally, the presence of the blue chair in the target image suggests that the camera has moved to capture a wider view of the kitchen area.",None
pumpkin,seq-01,000629-000710,phi,rightward,47.816568,1,rightward,"The source image shows a kitchen with red cabinets and a sink, while the target image shows a different angle of the same kitchen with the same red cabinets and sink. The camera appears to have moved to the right to capture the target image, as the perspective and angle of the sink and cabinets are different from the source image.",None
office,seq-03,000740-000773,phi,leftward,22.323526,0,rightward,"The target image appears to be a continuation of the source image, with the camera moving to the right to capture the same scene. The position of the objects and the layout of the room have not changed, indicating a rightward movement of the camera.",None
pumpkin,seq-06,000893-000931,phi,leftward,23.398905,0,rightward,"The target image appears to be a continuation of the source image, with the camera moving to the right to capture the same scene. The red cabinets and the countertop remain in the same position, and the text on the paper attached to the cabinet is still visible. The only difference is the angle of the shot, which is slightly more zoomed in on the countertop area.",None
office,seq-03,000730-000763,phi,leftward,23.098483,1,leftward,"The source image is taken from a slightly different angle and position compared to the target image. The camera appears to have moved to the left, as the left side of the desk and the back of the chair are more visible in the target image. Additionally, the light source seems to be coming from the left in the target image, which is consistent with the camera moving to the left.",None
fire,seq-02,000055-000183,phi,rightward,20.434025,0,rightward,"The target image appears to be a continuation of the source image with slight changes in lighting and angle. The position of the objects, such as the fire extinguisher and the caution sign, remain consistent, indicating that the camera has moved slightly to the right to capture the image. There is no significant shift in the composition that would suggest a leftward or upward movement.",None
pumpkin,seq-01,000680-000717,phi,rightward,21.801779,0,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the counter. This suggests that the camera has moved rightward from the source image to the target image.",None
pumpkin,seq-06,000934-000961,phi,leftward,16.067464,1,rightward,"The target image is taken from a slightly different angle compared to the source image, with the camera positioned more to the right. This can be inferred from the change in the perspective of the red cabinets and the sink, as well as the position of the paper dispenser on the wall. The overall layout of the objects remains consistent, indicating a rightward movement of the camera.",None
pumpkin,seq-01,000633-000709,phi,rightward,47.166995,0,rightward,"The target image appears to be taken from a different angle and perspective compared to the source image. The camera seems to have moved to the right side of the counter to capture the image, as the view of the sink and the red cabinets have shifted to the right. Additionally, the presence of the green bottle on the counter in the target image suggests that the camera has moved closer to the counter, further indicating a rightward movement.",None
pumpkin,seq-01,000247-000280,phi,leftward,21.161211,0,leftward,"The source image shows a kitchen with a vending machine and a coffee machine. The target image appears to be taken from a slightly different angle and position, with the vending machine and coffee machine appearing more prominent and the background elements like the red cabinets and the sink are less visible. This suggests that the camera has moved closer to the objects of interest, likely moving leftward or slightly forward, to capture a more detailed view of the vending machine and coffee machine.",None
office,seq-07,000175-000202,phi,leftward,16.028037,1,leftward,"The source image shows a wider view of the room, while the target image is a closer view of the same room. The camera appears to have moved leftward to focus on the desk and the items on it, as well as the chair and the person sitting at the desk. The background elements, such as the bookshelf and the wall, are still visible in both images, but they are not the main focus of the camera movement. The main focus of the camera movement is the desk and the person at the desk, which are located to the left of the source image in the target image.",None
pumpkin,seq-06,000859-000892,phi,leftward,31.818449,1,rightward,"The source image shows a room with a door on the right side, while the target image shows a different angle of the same room with the door now on the left side. This indicates that the camera has moved to the right to capture the target image.",None
pumpkin,seq-01,000637-000705,phi,rightward,45.298467,0,rightward,"The source image shows a kitchen with red cabinets and a sink, while the target image shows a different angle of the same kitchen with a coffee machine and a dishwasher. The camera appears to have moved to the right to capture the new angle, as the coffee machine and dishwasher are not visible in the source image.",None
chess,seq-01,000775-000832,phi,rightward,15.533438,1,leftward,"The target image is a blurry and distorted version of the source image, making it difficult to determine the exact camera movement. However, the overall direction of the camera movement appears to be leftward, as the left side of the image is more blurred and distorted than the right side. This suggests that the camera may have moved leftward while taking the image, causing the distortion and blurriness.",None
office,seq-03,000720-000750,phi,leftward,21.403525,1,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera moving to the right. This is inferred from the position of the objects and the perspective of the room. The desk and chair in the target image seem to be slightly more to the right, and the computer monitor is positioned more towards the right side of the frame. Additionally, the lighting and shadows in the target image suggest a change in the camera's position relative to the light source.",None
pumpkin,seq-06,000922-000957,phi,leftward,19.768623,1,leftward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the counter. This suggests a rightward movement of the camera from the source image to the target image.",None
office,seq-03,000776-000806,phi,leftward,19.150736,0,rightward,"The target image appears to be a continuation of the source image with a slight shift to the right, indicating that the camera moved rightward from the source image to the target image. The position of the objects, such as the desk and the chair, remain consistent, but their relative positions have changed slightly, suggesting a rightward movement.",None
pumpkin,seq-06,000917-000951,phi,leftward,19.19868,1,rightward,"The target image appears to be a continuation of the source image, with the camera moving to the right to capture the same scene. The position of the objects and the layout of the kitchen remain consistent, indicating that the camera has moved horizontally from the source image to the target image.",None
office,seq-08,000325-000355,phi,leftward,27.87809,1,rightward,"The target image appears to be a continuation of the source image, with the camera moving to the right to capture the same scene. The position of the objects and the layout of the room remain consistent, indicating a rightward movement of the camera.",None
fire,seq-02,000031-000176,phi,rightward,18.254349,1,leftward,"The target image appears to be a continuation of the source image with a slight shift to the right, as the position of the objects and the layout of the room seem consistent with the source image. The fire extinguisher and the fire safety sign are still in the same relative positions, and the yellow caution sign is also in a similar location. The camera movement seems to be a slight rightward shift to capture the same scene from a slightly different angle.",None
pumpkin,seq-01,000677-000703,phi,rightward,16.501417,2,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera moving to the right. This is evident from the position of the red cabinets and the countertop, which are more prominently displayed in the target image. Additionally, the reflection on the glass surface of the sink and the countertop has shifted, indicating a change in the camera's position.",None
pumpkin,seq-01,000691-000717,phi,rightward,15.390342,0,leftward,"The source image shows a kitchen with red cabinets and a black countertop. The target image appears to be taken from a different angle, showing more of the kitchen and the surrounding area. The camera seems to have moved leftward to capture the wider view of the kitchen and the adjacent room.",None
pumpkin,seq-01,000610-000664,phi,rightward,27.143568,1,leftward,"The source image shows a kitchen with red cabinets and a sink. The target image appears to be taken from a different angle, with the camera positioned closer to the sink and the red cabinets. This suggests that the camera moved leftward from the source image to the target image.",None
pumpkin,seq-06,000891-000918,phi,leftward,18.044047,0,rightward,"The target image appears to be a continuation of the source image, with the camera moving to the right, capturing the same scene from a slightly different angle. The red cabinets and the black countertop remain in the same position, and the green and black vending machine is still visible in the background. The only noticeable difference is the slight shift in perspective, which suggests a rightward movement of the camera.",None
pumpkin,seq-01,000652-000708,phi,rightward,38.192604,1,rightward,"The source image shows a kitchen with a sink and a countertop, while the target image shows a different angle of the same kitchen with a different view of the sink and countertop. The camera appears to have moved to the right to capture the target image, as the perspective and angle of the objects have changed.",None
heads,seq-01,000606-000632,phi,rightward,16.1991,2,leftward,"The target image is a blurry and distorted version of the source image, making it difficult to identify specific details. However, the overall layout and position of objects in the source image suggest that the camera moved to the left, causing the blurriness and distortion in the target image. The keyboard and other objects appear to be in a different position in the target image compared to the source image, indicating a leftward movement.",None
pumpkin,seq-03,000854-000882,phi,rightward,15.021832,1,leftward,"The target image appears to be a continuation of the source image, with the camera moving slightly to the right to capture the same scene. The position of the objects, such as the blue armchair and the green object, remain consistent, indicating that the camera has moved in a direction parallel to the scene.",None
pumpkin,seq-01,000655-000693,phi,rightward,26.980194,1,rightward,"The target image appears to be a continuation or a closer view of the source image, with the camera moving rightward to focus on the sink area. The red cabinets and the tiled backsplash remain consistent, indicating that the camera has not moved significantly in the vertical direction. The presence of the same objects and their relative positions suggest that the camera has moved horizontally to the right to capture a more detailed view of the sink area.",None
pumpkin,seq-01,000638-000708,phi,rightward,46.833926,2,rightward,"The target image appears to be taken from a different angle and perspective compared to the source image. The camera seems to have moved to the right, as the view of the kitchen is now more encompassing, showing more of the surrounding area and the back of the cabinets. Additionally, the position of the sink and the counter has changed, indicating a shift in the camera's position.",None
pumpkin,seq-06,000881-000922,phi,leftward,27.610991,0,leftward,"The source image shows a kitchen with a counter and a coffee machine, while the target image shows the same kitchen with the counter and coffee machine, but the angle of the camera has changed. The camera in the source image is positioned closer to the counter, while the camera in the target image is positioned further away, giving a wider view of the kitchen. This indicates that the camera has moved leftward from the source image to the target image.",None
pumpkin,seq-01,000649-000678,phi,rightward,23.206789,1,leftward,"The source image shows a kitchen with red cabinets and a sink. The target image appears to be taken from a slightly different angle, with the camera moving to the left, as the sink and the red cabinets are more visible in the target image. The leftward movement of the camera allows for a clearer view of the sink and the surrounding area.",None
pumpkin,seq-01,000230-000260,phi,leftward,19.162956,1,leftward,"The target image appears to be a continuation of the source image, with the camera moving to the right to capture the same scene. The layout and objects in the image remain consistent, indicating a leftward movement of the camera.",None
fire,seq-02,000036-000176,phi,rightward,17.501379,0,leftward,"The source image shows a room with a fire extinguisher and a yellow caution sign on the floor. The target image appears to be a continuation of the same scene with the same objects in place. There is no noticeable movement or change in the position of the objects from the source image to the target image, indicating that the main camera movement was likely leftward or straight ahead without any significant rotation or shift in perspective.",None
pumpkin,seq-06,000941-000971,phi,leftward,15.612829,1,leftward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the counter. This suggests a rightward movement of the camera from the source image to the target image.",None
office,seq-07,000185-000215,phi,leftward,17.892543,1,leftward,"The target image is a continuation of the source image, with the camera moving to the right to capture the same scene. The position of the desk, chair, and the poster on the wall remain consistent, indicating that the camera has moved horizontally to the right without any significant change in perspective or angle.",None
fire,seq-02,000035-000184,phi,rightward,21.878237,1,rightward,"The target image appears to be a continuation of the source image with a slight shift to the right, as evidenced by the position of the yellow caution sign and the plant. The fire extinguisher display and the wall also seem to have moved slightly to the right, indicating a rightward camera movement.",None
redkitchen,seq-05,000143-000258,phi,leftward,16.792759,1,leftward,"The source image shows a wider view of the room, while the target image is a closer view of the same room. The camera appears to have moved closer to the table, capturing a more detailed view of the objects on it, such as the newspaper and the cup. This suggests that the camera moved leftward from the source image to the target image.",None
pumpkin,seq-01,000649-000696,phi,rightward,34.26138,1,rightward,"The target image appears to be a continuation or a closer view of the source image, with the camera moving rightward to focus on the sink area. The positioning of the objects and the perspective remain consistent, indicating a rightward movement.",None
pumpkin,seq-06,000908-000944,phi,leftward,20.958045,1,rightward,"The target image appears to be a continuation or a closer view of the source image, with the camera moving rightward to focus on the counter and sink area. The red cabinets and tiled backsplash remain consistent, indicating that the camera has moved horizontally to capture a more detailed view of the same scene.",None
office,seq-03,000735-000771,phi,leftward,24.460997,0,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the room. This suggests that the camera has moved rightward from the source image to the target image.",None
fire,seq-02,000049-000184,phi,rightward,20.188966,1,leftward,"The yellow caution sign in the foreground has moved to the right from the source image to the target image, indicating that the camera has moved rightward to capture the target image.",None
office,seq-03,000723-000754,phi,leftward,21.761384,1,unable to judge,"Both images are blurry and lack clear details, making it difficult to accurately judge the camera movement between the two images.",None
office,seq-09,000158-000183,phi,leftward,19.282163,1,leftward,"The source image is blurry and lacks clear details, making it difficult to determine the exact camera movement. However, the target image is clearer and shows a different perspective of the same room. The position of the shelves and objects in the room appear to be consistent between the two images, suggesting that the camera moved leftward to capture the target image. The left side of the target image is more in focus and shows more details compared to the source image, which further supports the leftward movement of the camera.",None
redkitchen,seq-04,000341-000366,phi,rightward,15.476302,1,rightward,"The sign 'BEING HUMAN' appears to be in the same position in both images, indicating that the camera has moved to the right to capture the target image. The red shelf and the desk also appear to be in the same position, further supporting this conclusion. The only noticeable difference is the angle of the shot, with the target image being taken from a slightly lower angle than the source image.",None
pumpkin,seq-06,000886-000921,phi,leftward,23.471569,0,rightward,"The target image appears to be a continuation of the source image, with the camera moving to the right, capturing the same scene from a slightly different angle. The red cabinets and the countertop remain in the same position, and the objects on the countertop are also in the same relative positions. The only noticeable difference is the slight change in perspective, which suggests a rightward movement of the camera.",None
chess,seq-01,000795-000838,phi,rightward,16.079587,1,leftward,"The target image is taken from a different angle compared to the source image. The camera has moved to the left, as the left side of the desk and the chair are more visible in the target image. Additionally, the perspective of the books and the desk has changed, indicating a leftward movement.",None
fire,seq-02,000037-000181,phi,rightward,19.945995,0,rightward,"The target image appears to be a continuation of the source image with slight changes in the position of objects, suggesting a rightward movement of the camera. The fire extinguisher and the caution sign are still in the same relative positions, but the angle of the camera has shifted slightly to the right, causing the objects to appear in a different position within the frame. The background elements, such as the plant and the wall, have not changed, which supports the conclusion that the camera moved rightward.",None
redkitchen,seq-05,000515-000567,phi,leftward,28.912831,1,rightward,"The target image appears to be a continuation of the source image, with the camera moving slightly to the right to capture the same scene. The layout of the objects and the angle of the camera seem consistent with the source image, suggesting a rightward movement.",None
office,seq-07,000241-000272,phi,leftward,18.26754,1,rightward,"The target image appears to be a continuation or a closer view of the source image, with the camera moving to the right to capture a more detailed view of the office space. The position of the desks and chairs, as well as the objects on the desks, are consistent with this movement. The lighting and the angle of the camera also suggest that the camera has moved to the right to focus on a specific area of the room.",None
pumpkin,seq-01,000689-000719,phi,rightward,17.429398,0,leftward,"The source image shows a kitchen with red cabinets and a black countertop. The target image appears to be taken from a different angle, showing more of the kitchen and the surrounding area. The camera seems to have moved leftward to capture the wider view of the kitchen and the adjacent room.",None
pumpkin,seq-06,000892-000924,phi,leftward,20.840932,0,leftward,"The source image shows a kitchen with red cabinets and a countertop with various items on it. The target image appears to be a continuation of the same scene, with the same red cabinets and countertop items visible. There is no significant change in the positioning of the objects or the camera's perspective, indicating that the camera likely moved leftward to capture the target image.",None
pumpkin,seq-01,000692-000720,phi,rightward,16.509274,0,leftward,"The source image shows a kitchen with red cabinets and a black countertop. The target image appears to be taken from a different angle, showing more of the kitchen and the surrounding area. The camera seems to have moved leftward to capture the wider view of the kitchen and the adjacent area.",None
pumpkin,seq-01,000620-000666,phi,rightward,22.564247,1,leftward,"The target image appears to be a closer view of the same scene as the source image, with a slight shift in perspective. The camera seems to have moved closer to the counter, giving a more detailed view of the items on it and the labels on the drawers. This suggests a leftward movement of the camera.",None
office,seq-03,000778-000812,phi,leftward,21.469472,1,rightward,"The source image shows a wider view of the room with more objects and a backpack on the floor, while the target image is a closer view of the same room, focusing on the chair and the desk. This suggests that the camera moved rightward to capture the target image.",None
pumpkin,seq-02,000270-000295,phi,leftward,20.715411,1,leftward,"The source image shows a kitchen with red cabinets and a countertop with various items on it. The target image appears to be a blurred version of the same kitchen. The blurring effect suggests that the camera moved towards the left side of the image, causing the objects to appear out of focus. This indicates a leftward movement of the camera.",None
pumpkin,seq-01,000647-000705,phi,rightward,41.397931,2,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the counter. This suggests that the camera has moved to the right when viewing the target image from the source image.",None
redkitchen,seq-05,000517-000554,phi,leftward,22.380305,1,rightward,"The source image shows a television screen displaying a scene with a red object, while the target image shows the same scene but with the red object appearing to be in a different position, suggesting that the camera has moved to the right to capture the image. The background elements such as the wall and the shelf remain consistent, confirming the camera movement was along the horizontal axis.",None
office,seq-07,000175-000208,phi,leftward,20.000744,0,rightward,"The source image shows a room with a desk and a bookshelf, while the target image shows the same room but with the desk and bookshelf slightly shifted to the right. This indicates that the camera moved rightward from the source image to the target image.",None
office,seq-03,000863-000894,phi,rightward,16.955918,0,rightward,"The source image shows a room with a desk, chair, and a backpack. The target image appears to be taken from a slightly different angle, with the desk and chair appearing more to the left and the backpack positioned differently. This suggests that the camera has moved to the right to capture the target image.",None
office,seq-08,000308-000354,phi,leftward,33.563086,2,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the room. This suggests that the camera has moved to the right from the source image to the target image.",None
office,seq-07,000191-000219,phi,leftward,15.916691,1,leftward,"The source image shows a room with a desk and a poster on the wall, while the target image shows the same room but with the poster slightly shifted to the left. This indicates that the camera moved from the left side of the poster in the source image to the left side of the poster in the target image, which corresponds to a leftward movement.",None
pumpkin,seq-06,000862-000887,phi,leftward,24.836733,1,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the scene. This suggests that the camera moved rightward from the source image to the target image.",None
office,seq-03,000747-000787,phi,leftward,25.804024,1,rightward,"The target image appears to be a continuation of the source image with a slight shift to the right, as evidenced by the position of the objects and the camera angle. The desk and chair have moved to the right, and the backpack has also moved slightly to the right. The window and the wall art remain in the same position, indicating that the camera has moved to the right while maintaining a similar angle to the objects in the room.",None
pumpkin,seq-01,000691-000721,phi,rightward,17.435131,1,leftward,"The source image shows a kitchen with red cabinets and a black countertop. The target image appears to be taken from a slightly different angle, with the camera having moved to the left, as the red cabinets are now more prominently displayed and the black countertop occupies a smaller portion of the frame. The sink and faucet remain in the same position, indicating that the camera has not moved up or down, but rather to the left.",None
pumpkin,seq-01,000608-000660,phi,rightward,25.513391,1,rightward,"The target image appears to be a continuation of the source image, with the camera moving to the right, as the perspective and composition of the kitchen remain consistent. The labels on the bins and the arrangement of items on the counter do not change, indicating that the camera has moved horizontally across the scene.",None
office,seq-03,000729-000767,phi,leftward,26.353348,1,leftward,"The source image shows a room with a chair, a desk, and a computer, while the target image shows the same room but with the chair and desk moved to the left side of the frame. This indicates that the camera has moved leftward to capture the target image.",None
pumpkin,seq-01,000697-000726,phi,rightward,15.88169,0,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the counter. This suggests that the camera has moved rightward from the source image to the target image.",None
pumpkin,seq-06,000934-000965,phi,leftward,18.202988,0,rightward,"The target image appears to be a continuation of the source image, with the camera moving to the right to capture the same scene. The layout and objects in the image remain consistent, indicating a rightward movement of the camera.",None
pumpkin,seq-01,000635-000703,phi,rightward,43.807737,1,unable to judge,"The source image shows a kitchen with red cabinets and a sink, while the target image is blurry and lacks clear details. It is not possible to accurately determine the camera movement between the two images due to the lack of clear visual information.",None
pumpkin,seq-01,000647-000672,phi,rightward,19.650168,0,rightward,"The target image appears to be a continuation of the source image, with the camera moving to the right, capturing the same scene but from a slightly different angle. The red cabinets and the sink remain in the same position, and the labels on the cabinets are still visible. The only noticeable difference is the slight change in perspective, which suggests a rightward movement of the camera.",None
office,seq-03,000736-000775,phi,leftward,26.584092,0,rightward,"The target image appears to be a continuation of the source image, with the camera moving to the right to capture the same scene. The position of the objects and the layout of the room have not changed, indicating a rightward movement of the camera.",None
pumpkin,seq-06,000856-000891,phi,leftward,33.745627,2,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the scene. This suggests that the camera has moved to the right from the position in the source image to capture the target image.",None
pumpkin,seq-01,000613-000672,phi,rightward,31.174937,0,rightward,"The target image appears to be a continuation of the source image, with the camera moving to a different angle that captures the same counter and sink area. The red cabinets and the tiled backsplash remain consistent, indicating that the camera has moved to a position that is more aligned with the viewer's perspective in the source image. The presence of the 'OTHER' label on the red cabinet in both images suggests that the camera has not moved significantly, as the label is still visible and in the same position relative to the counter. The overall composition and perspective of the images suggest a rightward movement of the camera.",None
office,seq-03,000759-000796,phi,leftward,22.250188,1,rightward,"The source image shows a room with a desk and a chair, while the target image shows the same room but with the chair moved to the left side of the desk. This indicates that the camera has moved to the right side of the room to capture the target image.",None
office,seq-03,000721-000758,phi,leftward,26.729647,1,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera possibly moved to the right. The position of the desk and the chair in the target image are more aligned with the camera's perspective, suggesting a rightward movement.",None
pumpkin,seq-01,000684-000727,phi,rightward,22.74185,0,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the counter. This suggests that the camera has moved rightward from the source image to the target image.",None
office,seq-03,000876-000909,phi,rightward,17.459608,1,leftward,"The source image shows a room with a desk and a chair, while the target image shows the same room but with the chair moved to the left side of the desk. This indicates that the camera has moved leftward to capture the target image.",None
office,seq-03,000740-000766,phi,leftward,18.843645,0,leftward,"The source image shows a room with a desk, a chair, and a backpack. The target image appears to be taken from a different angle, showing the same room but with a different perspective. The camera seems to have moved closer to the desk and chair, giving a more detailed view of the objects in the room. This suggests that the camera moved leftward from the source image to the target image.",None
pumpkin,seq-01,000671-000711,phi,rightward,25.757587,0,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the counter. This suggests that the camera has moved rightward from the source image to the target image.",None
pumpkin,seq-01,000673-000703,phi,rightward,19.879665,0,rightward,"The target image appears to be a continuation of the source image, with the camera moving to a different angle that captures more of the kitchen. The position of the objects and the layout of the kitchen remain consistent, indicating that the camera has moved to a new position without changing the perspective significantly. The presence of the same objects and their relative positions in both images supports this conclusion.",None
office,seq-03,000777-000802,phi,leftward,15.419783,1,leftward,"The target image appears to be a continuation of the source image with a slight shift to the right, indicating a leftward camera movement. The position of the objects, such as the chair and the backpack, remain consistent, but their relative positions have changed slightly, suggesting a leftward movement.",None
pumpkin,seq-06,000881-000914,phi,leftward,22.33395,0,leftward,"The source image shows a kitchen with a sink and a coffee machine, while the target image shows the same kitchen with the coffee machine in a different position. This indicates that the camera has moved leftward to capture the target image.",None
pumpkin,seq-02,000262-000294,phi,leftward,31.734643,1,leftward,"The source image shows a kitchen with red cabinets and a countertop with various items on it. The target image appears to be taken from a different angle, showing a different part of the kitchen with a blue couch in the foreground. The camera seems to have moved to the left to capture the target image, as the red cabinets and countertop are now on the left side of the frame, while the blue couch is on the right side of the frame.",None
office,seq-07,000154-000187,phi,leftward,17.966557,1,leftward,"The source image shows a room with a poster on the wall and a desk with some items on it. The target image appears to be taken from a slightly different angle, with the poster now appearing more to the left and the desk and items on it appearing more to the right. This suggests that the camera moved to the left when taking the target image from the source image.",None
